bibkey,arxiv,sim,EOS,nus,MA,MB,M,q,CA,CB,MbA,MbB,LamA,LamB,tLam,Mej1e-2,Vej,Yeej,disc_data,Mdisk1e-2
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.5,1.2,2.7,1.25,0.16387270857605998,0.13110965694448243,1.6494374537510765,1.2921936568898122,568.964191120004,2204.5231016865755,1145.663282595976,0.4,0.23,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.5,1.2,2.7,1.25,0.16387270857605998,0.13110965694448243,1.6494374537510765,1.2921936568898122,568.964191120004,2204.5231016865755,1145.663282595976,0.35,0.23,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.5,1.2,2.7,1.25,0.16387270857605998,0.13110965694448243,1.6494374537510765,1.2921936568898122,568.964191120004,2204.5231016865755,1145.663282595976,0.45,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.4,1.2,2.6,1.16666666666667,0.15264366764179363,0.13110965694448243,1.5284847829105357,1.2921936568898122,889.0169430511291,2204.5231016865755,1411.328832184466,0.25,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.45,1.25,2.7,1.16,0.1581267755482968,0.1364320670490577,1.5886895295380306,1.350610262567245,710.2304209332713,1749.139357725605,1126.1175534234067,0.2,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.5,1.3,2.8,1.15384615384615,0.16387270857605998,0.14174663106499846,1.6494374537510765,1.4094550848336893,568.964191120004,1393.3295553860237,901.4862719072537,0.3,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.4,1.3,2.7,1.07692307692308,0.15264366764179363,0.14174663106499846,1.5284847829105357,1.4094550848336893,889.0169430511291,1393.3295553860237,1115.8218955119594,0.07,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.35,1.25,2.6,1.08,0.1471765832448763,0.1364320670490577,1.468743177716992,1.350610262567245,1112.330505919817,1749.139357725605,1397.6593636451325,0.06,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.4,1.4,2.8,1.0,0.15264366764179363,0.15264366764179363,1.5284847829105357,1.5284847829105357,889.0169430511291,889.0169430511291,889.0169430511291,0.03,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.04,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.05,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.35,1.35,2.7,1.0,0.1471765832448763,0.1471765832448763,1.468743177716992,1.468743177716992,1112.330505919817,1112.330505919817,1112.330505919817,0.07,0.24,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,H4,none,1.3,1.3,2.6,1.0,0.14174663106499846,0.14174663106499846,1.4094550848336893,1.4094550848336893,1393.3295553860237,1393.3295553860237,1393.3295553860237,0.03,0.19,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.5,1.2,2.7,1.25,0.15273720378980613,0.12423842879793874,1.6411059692253707,1.2882496669804775,967.4099710430742,3248.5293199385615,1777.2850379786316,0.35,0.21,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.45,1.25,2.7,1.16,0.14801903240292938,0.12897457321016934,1.5813505195004836,1.346142108957031,1174.4170353806833,2635.3640420239144,1761.7591569777412,0.15,0.22,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.4,1.3,2.7,1.07692307692308,0.14327933616180202,0.13375160667779634,1.5219875768031488,1.404392836327212,1430.5023612772413,2143.295086076794,1751.6906192796419,0.06,0.19,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.4,1.4,2.8,1.0,0.14327933616180202,0.14327933616180202,1.5219875768031488,1.5219875768031488,1430.5023612772413,1430.5023612772413,1430.5023612772416,0.06,0.16,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.35,1.35,2.7,1.0,0.13852521900269543,0.13852521900269543,1.463005403908356,1.463005403908356,1748.2123486522903,1748.2123486522903,1748.2123486522903,0.15,0.16,,0,
Hotokezaka:2012ze,https://arxiv.org/abs/1212.0905,nan,MS1,none,1.3,1.3,2.6,1.0,0.13375160667779634,0.13375160667779634,1.404392836327212,1.404392836327212,2143.295086076794,2143.295086076794,2143.2950860767946,0.15,0.17,,0,
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,BLh,leakM0,1.364,1.364,2.728,1.0,0.16211611947454216,0.16211611947454216,1.5075799363313838,1.5075799363313838,513.4387471473774,513.4387471473774,511.0,0.136,0.18,0.263,1,15.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,BLh,leakM0,1.7719999999999998,1.065,2.8369999999999997,1.67,0.21814305118601746,0.12527879410790482,2.0306952471910114,1.1497747264384388,72.36864607240955,2270.8438824698483,506.0,0.507,0.13,0.083,1,29.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,BLh,leakM0,1.8559999999999999,1.02,2.8760000000000003,1.8,0.23160232438016526,0.11986017087855348,2.1450339544421486,1.097481505075697,46.47881195557856,2897.043831810299,504.0,0.83,0.11,0.025,1,17.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,LS220,leakM0,1.364,1.364,2.728,1.0,0.15855000313315928,0.15855000313315928,1.5196204797911228,1.5196204797911228,638.7581494308089,638.7581494308089,639.0,0.13699999999999998,0.16,0.26,1,12.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,LS220,leakM0,1.7719999999999998,1.065,2.8369999999999997,1.67,0.2144218669375317,0.12281600464244992,2.044007955002539,1.1603190359586253,83.42636257389545,2908.3013165010584,638.0,0.8420000000000001,0.14,0.06,1,16.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,SFHo,leakM0,1.364,1.364,2.728,1.0,0.16920489197157912,0.16920489197157912,1.514844471458263,1.514844471458263,395.1953499444149,395.1953499444149,395.0,0.354,0.2,0.21100000000000002,1,8.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,SFHo,leakM0,1.7719999999999998,1.065,2.8369999999999997,1.67,0.22644060901988633,0.13117355541471915,2.044678265802556,1.153765684702527,57.04457096413359,1725.3666704428429,386.0,0.14,0.12,0.069,1,14.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,SLy4,leakM0,1.364,1.364,2.728,1.0,0.17121714156079856,0.17121714156079856,1.5293728390092882,1.5293728390092882,361.57555446781225,361.57555446781225,361.0,0.07200000000000001,0.25,0.24,1,5.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,SLy4,leakM0,1.7719999999999998,1.065,2.8369999999999997,1.67,0.230660829025651,0.13231617892609193,2.066467706622452,1.1643372878108798,48.81952564420175,1618.7667581949204,358.0,0.31,0.12,0.047,1,10.0
Bernuzzi:2020txg,https://arxiv.org/abs/2003.06015,nan,SLy4,leakM0,1.8559999999999999,1.02,2.8760000000000003,1.8,0.24522412184552633,0.1266708533945272,2.1846245026765225,1.1111052240431243,30.577004891664583,2065.6802254502936,357.0,0.7290000000000001,0.13,0.047,1,15.0
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.365,1.365,2.7289999999999996,1.0,0.16224364848019943,0.16224364848019943,1.5088097282577428,1.5088097282577428,511.05480333684926,511.05480333684926,511.0548033368493,0.21,0.18,0.26,1,18.2
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.483,1.2570000000000001,2.741,1.18,0.17752832506269678,0.1487161392791692,1.6554221613574518,1.3773627962300377,291.3992945520516,856.3122378479791,510.64224567081914,0.3,0.19,0.18,1,20.2
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.483,1.2570000000000001,2.741,1.18,0.17752832506269678,0.1487161392791692,1.6554221613574518,1.3773627962300377,291.3992945520516,856.3122378479791,510.64224567081914,0.25,0.2,0.16,1,22.9
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.5830000000000002,1.181,2.764,1.34,0.19093417678484703,0.13936066580451378,1.7824791724137934,1.2863996022694089,181.88262802331212,1249.053816695173,511.48851149600705,0.25,0.17,0.14,1,19.2
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.5830000000000002,1.181,2.764,1.34,0.19093417678484703,0.13936066580451378,1.7824791724137934,1.2863996022694089,181.88262802331212,1249.053816695173,511.48851149600705,0.19,0.17,0.17,1,21.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.6369999999999998,1.145,2.782,1.43,0.19837075427531045,0.13498113058504072,1.8522518938812664,1.243721563564552,140.57821417517408,1497.356845552539,509.6691705481531,0.27,0.16,0.19,1,26.5
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.7009999999999998,1.105,2.806,1.54,0.20750160299186038,0.13010851144809996,1.9360987368189482,1.1966255172668034,103.15064895504884,1851.0677939939828,511.22720939844794,0.2,0.13,0.17,1,32.4
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.7009999999999998,1.105,2.806,1.54,0.20750160299186038,0.13010851144809996,1.9360987368189482,1.1966255172668034,103.15064895504884,1851.0677939939828,511.22720939844794,0.22,0.16,0.21,1,28.7
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,BLh,leakM0,1.857,1.021,2.878,1.82,0.23175728305785123,0.11998058472809461,2.1464109172520662,1.0986435766615357,46.22154232747935,2883.1282773805124,502.8245040662215,1.07,0.12,0.03,1,9.8
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,DD2,leakM0,1.365,1.365,2.7289999999999996,1.0,0.15255802771780763,0.15255802771780763,1.5027348615502472,1.5027348615502472,809.3134213454979,809.3134213454979,809.313421345498,0.09,0.19,0.24,1,15.4
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,DD2,leakM0,1.365,1.365,2.7289999999999996,1.0,0.15255802771780763,0.15255802771780763,1.5027348615502472,1.5027348615502472,809.3134213454979,809.3134213454979,809.313421345498,0.12,0.16,0.27,1,11.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,DD2,leakM0,1.496,1.247,2.7430000000000003,1.2,0.1668587425406018,0.13979193103448279,1.6632386952536824,1.3610407971786835,482.2863160820849,1328.0998915360492,803.702598651794,0.21,0.17,0.18,1,26.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,DD2,leakM0,1.5090000000000001,1.237,2.7460000000000004,1.22,0.1682777278106509,0.13872131725826736,1.6793301846153847,1.349166592777251,458.04857467455605,1389.6850668666848,802.2872183269749,0.25,0.17,0.19,1,20.9
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,DD2,leakM0,1.6369999999999998,1.145,2.782,1.43,0.1823418961342573,0.12880757735849058,1.83962408691659,1.2406087984905663,275.96830657927705,2095.6189403773574,777.9323277099238,0.7,0.14,0.14,1,30.4
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,LS220,leakM0,1.365,1.365,2.7289999999999996,1.0,0.1586690631853786,0.1586690631853786,1.520852542454308,1.520852542454308,635.7865201879894,635.7865201879894,635.7865201879895,0.16,0.16,0.22,1,7.2
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,LS220,leakM0,1.3980000000000001,1.3319999999999999,2.73,1.05,0.16271466209598434,0.1545708429080327,1.5616838494939604,1.480279889067282,545.1420863206002,747.6123359941806,639.5965972588101,0.16,0.16,0.21,1,10.7
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,LS220,leakM0,1.4380000000000002,1.296,2.734,1.11,0.16778594297529656,0.15015315118748793,1.611425206914064,1.4362897953272833,445.9281711321503,892.3174166151769,637.2040266099566,0.22,0.18,0.19,1,14.0
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,LS220,leakM0,1.4709999999999999,1.268,2.738,1.16,0.17200834735193454,0.1467804396020843,1.6527930068449443,1.4022826233064898,380.14134659202995,1024.649729701563,637.2820671627031,0.34,0.16,0.22,1,30.6
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,LS220,leakM0,1.4709999999999999,1.268,2.738,1.16,0.17200834735193454,0.1467804396020843,1.6527930068449443,1.4022826233064898,380.14134659202995,1024.649729701563,637.2820671627031,0.33,0.17,0.17,1,0.0
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.365,1.365,2.7289999999999996,1.0,0.16933007926917687,0.16933007926917687,1.5160878374981874,1.5160878374981874,393.421141427812,393.421141427812,393.4211414278121,0.4,0.19,0.21,1,2.3
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.365,1.365,2.7289999999999996,1.0,0.16933007926917687,0.16933007926917687,1.5160878374981874,1.5160878374981874,393.421141427812,393.421141427812,393.4211414278121,0.28,0.21,0.23,1,1.9
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.4509999999999998,1.284,2.735,1.13,0.18065188376229335,0.1588788655291946,1.6238209761456368,1.4162961010669426,263.3529020454072,578.2289740197183,394.6101864379057,0.44,0.23,0.18,1,0.0
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.4509999999999998,1.284,2.735,1.13,0.18065188376229335,0.1588788655291946,1.6238209761456368,1.4162961010669426,263.3529020454072,578.2289740197183,394.6101864379057,0.42,0.22,0.17,1,4.6
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.6369999999999998,1.145,2.782,1.43,0.20622499054437388,0.14122546631591928,1.8636894415101983,1.2484946182744874,110.35126335944899,1144.1578537958815,391.8401036117084,0.38,0.2,0.14,1,20.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.6369999999999998,1.145,2.782,1.43,0.20622499054437388,0.14122546631591928,1.8636894415101983,1.2484946182744874,110.35126335944899,1144.1578537958815,391.8401036117084,0.24,0.14,0.19,1,24.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SFHo,leakM0,1.7690000000000001,1.0659999999999998,2.835,1.66,0.2259745223721591,0.13130149647468903,2.0405870903764205,1.1549437327101322,57.923629025213046,1716.748750772401,387.4500236145377,0.15,0.12,0.07,1,17.7
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SLy4,leakM0,1.365,1.365,2.7289999999999996,1.0,0.17135325771324864,0.17135325771324864,1.5306298049535605,1.5306298049535605,359.8505517988683,359.8505517988683,359.85055179886837,0.36,0.26,0.23,1,7.1
Nedora:2020,https://arxiv.org/abs/2008.04333,nan,SLy4,leakM0,1.4509999999999998,1.284,2.735,1.13,0.18301859147042351,0.16065735554555008,1.6396601328067433,1.4296860114062737,238.38781662294807,532.8824157536642,361.072122826982,0.59,0.24,0.16,1,16.4
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.765,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.195,0.195,1.551,1.551,,,208.0,0.0,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.765,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.21899999999999997,0.172,1.7790000000000001,1.331,,,218.0,0.0,,,1,2.3
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.887,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.19399999999999998,0.19399999999999998,1.55,1.55,,,221.0,0.0,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.887,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.171,0.171,1.778,1.331,,,230.0,0.52,,,1,2.9
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=4.007,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.193,0.193,1.55,1.55,,,232.0,0.19,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.446,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.191,0.191,1.544,1.544,,,232.0,0.0,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.446,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.215,0.168,1.771,1.325,,,245.0,0.23,,,1,3.6
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.568,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.19,0.19,1.5430000000000001,1.5430000000000001,,,247.0,0.0,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.568,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.213,0.16699999999999998,1.77,1.325,,,259.0,1.4,,,1,3.8
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.687,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.18899999999999997,0.18899999999999997,1.5430000000000001,1.5430000000000001,,,260.0,0.14,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.132,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.185,0.185,1.534,1.534,,,272.0,0.0,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.132,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.209,0.161,1.7590000000000001,1.318,,,290.0,1.2,,,1,6.3
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.252,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.184,0.184,1.535,1.535,,,288.0,0.12,,,1,0.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.252,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.207,0.161,1.7590000000000001,1.319,,,305.0,1.5,,,1,12.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=3.370,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.183,0.183,1.535,1.535,,,303.0,0.2,,,1,3.1
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.825,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.17600000000000002,0.17600000000000002,1.5219999999999998,1.5219999999999998,,,345.0,0.65,,,1,1.8
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.825,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.2,0.153,1.744,1.3090000000000002,,,373.0,1.1,,,1,8.7
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.942,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.17600000000000002,0.17600000000000002,1.5230000000000001,1.5230000000000001,,,362.0,0.25,,,1,1.6
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.942,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.19899999999999998,0.153,1.745,1.31,,,387.0,1.1,,,1,12.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.528,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.163,0.163,1.505,1.505,,,508.0,0.94,,,1,5.3
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.528,q=0.775",PWPnoname,none,1.55,1.2,2.75,1.2919896640826898,0.188,0.14,1.722,1.296,,,558.0,0.56,,,1,16.0
Kiuchi:2019lls,https://arxiv.org/abs/1903.01466,"Γ=2.640,q=1.0",PWPnoname,none,1.375,1.375,2.75,1.0,0.16399999999999998,0.16399999999999998,1.508,1.508,,,516.0,1.2,,,1,12.0
