,dset_name,EOS,M1,M2,q,C1,C2,Lambda,Mej_tot-geo,vel_inf_ave-geo,Ye_ave-geo,Mdisk3D
eosL_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00149,0.22,,
eosL_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0034500000000000004,0.2,,
MS1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00117,0.27,,
MS1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0023799999999999997,0.21,,
MS1b_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0016699999999999998,0.25,,
MS1b_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00364,0.21,,
Glenh3_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00108,0.23,,
Glenh3_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0016899999999999999,0.22,,
MS2_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0008100000000000001,0.26,,
H3_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0014299999999999998,0.27,,
H4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00128,0.27,,
H4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0019299999999999999,0.27,,
Heb6_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00155,0.45,,
Heb6_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0034300000000000003,0.24,,
eosO_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00352,0.28,,
eosO_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00462,0.25,,
ALF2_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0038,0.28,,
ALF2_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00449,0.27,,
BSk21_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0033599999999999997,0.32,,
BSk21_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00437,0.27,,
Heb4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00189,0.43,,
Heb4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0024100000000000002,0.39,,
MPA1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00364,0.3,,
MPA1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0044800000000000005,0.29,,
Heb5_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00263,0.43,,
Heb5_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0029,0.38,,
eosC_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00309,0.27,,
ENG_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00529,0.29,,
ENG_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00632,0.26,,
APR3_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0046500000000000005,0.3,,
APR3_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00615,0.27,,
Heb3_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00299,0.41,,
Heb3_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0037,0.37,,
BurgioNN_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0024700000000000004,0.39,,
BurgioNN_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00244,0.37,,
SLy4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0039900000000000005,0.29,,
SLy4_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0064,0.27,,
BSk20_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00468,0.31,,
BSk20_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00783,0.26,,
ALF4_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0057,0.3,,
ALF4_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.0074,0.29,,
Heb2_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00495,0.34,,
Heb2_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00501,0.37,,
APR_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00596,0.31,,
APR_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00738,0.3,,
BB2_1.35_1.35_x,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00495,0.28,,
eosUU_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.007019999999999999,0.32,,
eosUU_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00942,0.31,,
Heb1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.006849999999999999,0.31,,
Heb1_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.01088,0.32,,
eosAU_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00405,0.36,,
eosAU_1.35_1.35,Bauswein:2013yna,,1.35,1.35,1.0,,,,0.00151,0.29,,
NL3_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00795,0.19,,
GS1_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00643,0.22,,
Shen_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00566,0.3,,
TM1_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00866,0.17,,
TMA_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01021,0.2,,
LS375_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00666,0.27,,
GS2_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01069,0.18,,
DD2_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.00879,0.2,,
LS220_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01322,0.18,,
LS180_1.2_1.5_x,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01858,0.2,,
SFHX_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01467,0.19,,
SFHO_1.2_1.5,Bauswein:2013yna,,1.5,1.2,1.25,,,,0.01339,0.22,,
NL3_1.2_1.2,Bauswein:2013yna,,1.2,1.2,1.0,,,,0.00215,0.17,,
NL3_1.2_1.35,Bauswein:2013yna,,1.35,1.2,1.1250000000000002,,,,0.00425,0.21,,
NL3_1.2_1.6,Bauswein:2013yna,,1.6,1.2,1.3333333333333335,,,,0.00996,0.19,,
NL3_1.2_1.8,Bauswein:2013yna,,1.8,1.2,1.5,,,,0.01568,0.15,,
NL3_1.35_1.5,Bauswein:2013yna,,1.5,1.35,1.111111111111111,,,,0.00272,0.24,,
NL3_1.35_1.8,Bauswein:2013yna,,1.8,1.35,1.3333333333333333,,,,0.01881,0.21,,
NL3_1.5_1.5,Bauswein:2013yna,,1.5,1.5,1.0,,,,0.0017,0.2,,
NL3_1.5_1.8,Bauswein:2013yna,,1.8,1.5,1.2,,,,0.0081,0.21,,
NL3_1.6_1.6,Bauswein:2013yna,,1.6,1.6,1.0,,,,0.0037400000000000003,0.22,,
NL3_1.8_1.8,Bauswein:2013yna,,1.8,1.8,1.0,,,,0.00908,0.24,,
NL3_1.35_2.0,Bauswein:2013yna,,2.0,1.35,1.4814814814814814,,,,0.01285,0.2,,
NL3_2.0_2.0,Bauswein:2013yna,,2.0,2.0,1.0,,,,0.00191,0.29,,
DD2_1.2_1.2,Bauswein:2013yna,,1.2,1.2,1.0,,,,0.00309,0.17,,
DD2_1.2_1.35,Bauswein:2013yna,,1.35,1.2,1.1250000000000002,,,,0.00317,0.2,,
DD2_1.2_1.6,Bauswein:2013yna,,1.6,1.2,1.3333333333333335,,,,0.0109,0.2,,
DD2_1.2_1.8,Bauswein:2013yna,,1.8,1.2,1.5,,,,0.017079999999999998,0.17,,
DD2_1.35_1.5,Bauswein:2013yna,,1.5,1.35,1.111111111111111,,,,0.00357,0.25,,
DD2_1.35_1.8,Bauswein:2013yna,,1.8,1.35,1.3333333333333333,,,,0.01485,0.21,,
DD2_1.5_1.5,Bauswein:2013yna,,1.5,1.5,1.0,,,,0.00538,0.26,,
DD2_1.5_1.8,Bauswein:2013yna,,1.8,1.5,1.2,,,,0.01884,0.25,,
DD2_1.6_1.6,Bauswein:2013yna,,1.6,1.6,1.0,,,,0.0078,0.27,,
DD2_1.8_1.8,Bauswein:2013yna,,1.8,1.8,1.0,,,,0.0013700000000000001,0.26,,
DD2_1.35_2.0,Bauswein:2013yna,,2.0,1.35,1.4814814814814814,,,,0.00641,0.31,,
DD2_2.0_2.0,Bauswein:2013yna,,2.0,2.0,1.0,,,,0.00025,0.25,,
SFHO_1.2_1.2,Bauswein:2013yna,,1.2,1.2,1.0,,,,0.00188,0.21,,
SFHO_1.2_1.35,Bauswein:2013yna,,1.35,1.2,1.1250000000000002,,,,0.00544,0.22,,
SFHO_1.2_1.6,Bauswein:2013yna,,1.6,1.2,1.3333333333333335,,,,0.01691,0.21,,
SFHO_1.2_1.8,Bauswein:2013yna,,1.8,1.2,1.5,,,,0.00578,0.34,,
SFHO_1.35_1.5,Bauswein:2013yna,,1.5,1.35,1.111111111111111,,,,0.01873,0.23,,
SFHO_1.35_1.8,Bauswein:2013yna,,1.8,1.35,1.3333333333333333,,,,0.01176,0.31,,
SFHO_1.5_1.5,Bauswein:2013yna,,1.5,1.5,1.0,,,,0.0040999999999999995,0.27,,
SFHO_1.5_1.8,Bauswein:2013yna,,1.8,1.5,1.2,,,,0.00634,0.42,,
SFHO_1.6_1.6,Bauswein:2013yna,,1.6,1.6,1.0,,,,0.00113,0.21,,
SFHO_1.8_1.8,Bauswein:2013yna,,1.8,1.8,1.0,,,,0.00017,0.29,,
APR4_130160_1.8,Hotokezaka:2012ze,,1.6,1.3,1.2300123001230012,,,,0.002,0.25298221281347033,,
APR4_140150_1.8,Hotokezaka:2012ze,,1.5,1.4,1.0718113612004287,,,,0.0006,0.37,,
APR4_145145_1.8,Hotokezaka:2012ze,,1.45,1.45,1.0,,,,0.0001,0.3178049716414141,,
APR4_130150_1.8,Hotokezaka:2012ze,,1.5,1.3,1.1534025374855825,,,,0.012,0.25942243542145693,,
APR4_140140_1.8,Hotokezaka:2012ze,,1.5,1.3,1.0,,,,0.014,0.26627053911388693,,
APR4_120150_1.6,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.009,0.223606797749979,,
APR4_120150_1.8,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.008,0.25495097567963926,,
APR4_120150_2.0,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.0075,0.2683281572999748,,
APR4_125145_1.8,Hotokezaka:2012ze,,1.45,1.25,1.160092807424594,,,,0.007,0.24596747752497686,,
APR4_130140_1.8,Hotokezaka:2012ze,,1.4,1.3,1.0764262648008611,,,,0.008,0.22472205054244232,,
APR4_135135_1.6,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.011,0.23021728866442678,,
APR4_135135_1.8,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.007,0.22472205054244232,,
APR4_135135_2.0,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.005,0.23021728866442678,,
APR4_120140_1.8,Hotokezaka:2012ze,,1.4,1.2,1.1668611435239207,,,,0.003,0.24186773244895649,,
APR4_125135_1.8,Hotokezaka:2012ze,,1.35,1.25,1.0799136069114472,,,,0.005,0.20591260281974,,
APR4_130130_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.002,0.21470910553583888,,
ALF2_140140_1.8,Hotokezaka:2012ze,,1.4,1.4,1.0,,,,0.0025,0.2469817807045694,,
ALF2_120150_1.8,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.0055,0.23259406699226012,,
ALF2_125145_1.8,Hotokezaka:2012ze,,1.25,1.25,1.160092807424594,,,,0.003,0.223606797749979,,
ALF2_130140_1.8,Hotokezaka:2012ze,,1.4,1.3,1.0764262648008611,,,,0.0015,0.194164878389476,,
ALF2_135135_1.8,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.0025,0.25059928172283336,,
ALF2_130130_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.002,0.21470910553583888,,
H4_130150_1.8,Hotokezaka:2012ze,,1.5,1.3,1.1534025374855825,,,,0.003,0.21470910553583888,,
H4_140140_1.8,Hotokezaka:2012ze,,1.4,1.4,1.0,,,,0.0003,0.21400934559032697,,
H4_120150_1.6,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.0045,0.21470910553583888,,
H4_120150_1.8,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.0035,0.22847319317591724,,
H4_120150_2.0,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.004,0.22847319317591724,,
H4_125145_1.8,Hotokezaka:2012ze,,1.25,1.25,1.160092807424594,,,,0.002,0.21470910553583888,,
H4_130140_1.8,Hotokezaka:2012ze,,1.4,1.3,1.0764262648008611,,,,0.0007,0.20591260281974,,
H4_135135_1.6,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.0007,0.23706539182259395,,
H4_135135_1.8,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.0005,0.21954498400100148,,
H4_135135_2.0,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.0004,0.223606797749979,,
H4_120140_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.0025,0.21470910553583888,,
H4_125135_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.0006,0.20591260281974,,
H4_130130_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.0003,0.18867962264113208,,
MS1_140140_1.8,Hotokezaka:2012ze,,1.4,1.4,1.0,,,,0.0006,0.15811388300841897,,
MS1_120150_1.8,Hotokezaka:2012ze,,1.5,1.2,1.25,,,,0.0035,0.21470910553583888,,
MS1_125145_1.8,Hotokezaka:2012ze,,1.25,1.25,1.160092807424594,,,,0.0015,0.21954498400100148,,
MS1_130140_1.8,Hotokezaka:2012ze,,1.4,1.3,1.0764262648008611,,,,0.0006,0.19235384061671346,,
MS1_135135_1.8,Hotokezaka:2012ze,,1.35,1.35,1.0,,,,0.0015,0.161245154965971,,
MS1_130130_1.8,Hotokezaka:2012ze,,1.3,1.3,1.0,,,,0.0015,0.16999999999999998,,
1,Sekiguchi:2015dma,,1.35,1.35,1.0,,,,0.011000000000000001,,0.31,
4,Sekiguchi:2015dma,,1.35,1.35,1.0,,,,0.021,,0.29,
7,Sekiguchi:2015dma,,1.35,1.35,1.0,,,,0.012,,0.26,
SFHo-135-135h,Sekiguchi:2016bjd,,1.35,1.35,1.0,,,,0.011000000000000001,0.22,0.31,0.05
SFHo-133-137h,Sekiguchi:2016bjd,,1.33,1.37,1.0309278350515465,,,,0.009000000000000001,0.21,0.3,0.06
SFHo-130-140h,Sekiguchi:2016bjd,,1.3,1.4,1.075268817204301,,,,0.006,0.2,0.27,0.09
SFHo-125-145h,Sekiguchi:2016bjd,,1.25,1.45,1.1627906976744187,,,,0.011000000000000001,0.24,0.18,0.12
DD2-135-135h,Sekiguchi:2016bjd,,1.35,1.35,1.0,,,,0.002,0.16,0.3,
DD2-130-140h,Sekiguchi:2016bjd,,1.3,1.4,1.075268817204301,,,,0.003,0.18,0.26,
DD2-125-145h,Sekiguchi:2016bjd,,1.25,1.45,1.1627906976744187,,,,0.005,0.19,0.2,
